id,name,evaluationStatus,definition,datasets,attributes,incidents,cloudUrl,createdAt,group,lastCheckResultValue,lastCheckRunTime,lastUpdated,owner,agreements,column
951f544f-9381-434c-accd-f172ade79ca5,All order amounts are within business range,pass,"checks for FACT_ORDERS:
  - max(ORDER_TOTAL_AMOUNT) <= 10000:
      name: ""All order amounts are within business range""
      samples limit: 3000
      attributes:
        dimension: Accuracy

  # Referential integrity check omitted (custom SQL validation can be added later)

  # Business logic checks with sampling
","[{'id': '798f375a-bb28-4a46-8f32-e0cb76eff9ae', 'name': 'FACT_ORDERS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/798f375a-bb28-4a46-8f32-e0cb76eff9ae'}]",{'dimension': 'Accuracy'},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/951f544f-9381-434c-accd-f172ade79ca5,2025-09-25T12:29:41.10521808Z,{},"{'id': 'a783e0ba-f698-4249-88d5-bd55ff9d607a', 'value': 999.98, 'dataTimestamp': '2026-01-15T21:52:47Z'}",2026-01-15T21:52:47Z,2026-01-15T21:53:24Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],ORDER_TOTAL_AMOUNT
6e80bdeb-1d10-4f3d-bda3-c227b00f2b2b,All order amounts are within business range,pass,"checks for STG_ORDERS:
  - max(TOTAL_AMOUNT) <= 10000:
      name: ""All order amounts are within business range""
      samples limit: 3000
      attributes:
        dimension: Accuracy

","[{'id': 'b8f60e6f-cfac-4452-a630-1689ca7d7ddf', 'name': 'STG_ORDERS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/b8f60e6f-cfac-4452-a630-1689ca7d7ddf'}]",{'dimension': 'Accuracy'},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/6e80bdeb-1d10-4f3d-bda3-c227b00f2b2b,2025-10-02T08:45:10.191790618Z,{},"{'id': '13a151aa-2487-45ce-a6ac-de8cb1f7e0d7', 'value': 999.98, 'dataTimestamp': '2026-01-15T21:51:46Z'}",2026-01-15T21:51:46Z,2026-01-15T21:52:32Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],TOTAL_AMOUNT
936c220b-2e79-4dc6-bb91-cf5c012204e0,All phone numbers are valid in mart,pass,"checks for DIM_CUSTOMERS:
  - invalid_count(PHONE) = 0:
      name: ""All phone numbers are valid in mart""
      valid regex: '^[0-9\-\+\(\)\s]+$'
      samples limit: 2000
      attributes:
        dimension: Validity

  # Freshness checks
","[{'id': '65637e43-5064-4bd3-a981-7c843dff1fa2', 'name': 'DIM_CUSTOMERS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/65637e43-5064-4bd3-a981-7c843dff1fa2'}]",{'dimension': 'Validity'},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/936c220b-2e79-4dc6-bb91-cf5c012204e0,2025-10-02T08:46:10.728856041Z,{},"{'id': 'd14f9e9b-1551-4cef-9438-0bcc8f2b3409', 'value': 0.0, 'dataTimestamp': '2026-01-15T21:52:47Z'}",2026-01-15T21:52:47Z,2026-01-15T21:53:24Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],PHONE
4146f9e1-335e-4aa1-bf55-cfaaded3197b,All prices are non-negative in mart,pass,"checks for DIM_PRODUCTS:
  - min(PRICE) >= 0:
      name: ""All prices are non-negative in mart""
      attributes:
        dimension: Accuracy

","[{'id': '71558612-d8dd-4532-bb4e-bb11a42ec6be', 'name': 'DIM_PRODUCTS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/71558612-d8dd-4532-bb4e-bb11a42ec6be'}]",{'dimension': 'Accuracy'},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/4146f9e1-335e-4aa1-bf55-cfaaded3197b,2025-10-02T12:40:04.169761795Z,{},"{'id': '538f62f1-7e2a-4be6-a219-c49b64212767', 'value': 11.31, 'dataTimestamp': '2026-01-15T21:52:47Z'}",2026-01-15T21:52:47Z,2026-01-15T21:53:24Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],PRICE
b039ac6c-cfb6-4561-966f-5f90f0dba157,All prices are positive in staging,pass,"checks for STG_PRODUCTS:
  - min(PRICE) > 0:
      name: ""All prices are positive in staging""
      samples limit: 1000
      attributes:
        dimension: Accuracy

","[{'id': '335bae57-66a3-4da0-ba21-6f36ef1c90c5', 'name': 'STG_PRODUCTS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/335bae57-66a3-4da0-ba21-6f36ef1c90c5'}]",{'dimension': 'Accuracy'},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/b039ac6c-cfb6-4561-966f-5f90f0dba157,2025-10-02T08:45:10.089626159Z,{},"{'id': 'd9504731-454e-4d3a-ad7b-75db48508bc9', 'value': 11.31, 'dataTimestamp': '2026-01-15T21:51:46Z'}",2026-01-15T21:51:46Z,2026-01-15T21:52:32Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],PRICE
7a1f23d2-e523-4d7a-9ef7-695cbcbca449,All prices are within business limits in mart,pass,"checks for DIM_PRODUCTS:
  - max(PRICE) <= 10000:
      name: ""All prices are within business limits in mart""
      attributes:
        dimension: Accuracy

  # Data quality score checks
","[{'id': '71558612-d8dd-4532-bb4e-bb11a42ec6be', 'name': 'DIM_PRODUCTS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/71558612-d8dd-4532-bb4e-bb11a42ec6be'}]",{'dimension': 'Accuracy'},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/7a1f23d2-e523-4d7a-9ef7-695cbcbca449,2025-10-02T12:40:04.176582855Z,{},"{'id': 'f340287c-aef2-4a76-8c5c-7c4d860f3808', 'value': 498.72, 'dataTimestamp': '2026-01-15T21:52:47Z'}",2026-01-15T21:52:47Z,2026-01-15T21:53:24Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],PRICE
50eba192-5d8e-4bc8-87b7-de1cf4185235,All prices are within business range,pass,"checks for STG_PRODUCTS:
  - max(PRICE) <= 10000:
      name: ""All prices are within business range""
      samples limit: 1000
      attributes:
        dimension: Accuracy

  # Freshness checks
","[{'id': '335bae57-66a3-4da0-ba21-6f36ef1c90c5', 'name': 'STG_PRODUCTS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/335bae57-66a3-4da0-ba21-6f36ef1c90c5'}]",{'dimension': 'Accuracy'},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/50eba192-5d8e-4bc8-87b7-de1cf4185235,2025-10-02T08:45:10.097782815Z,{},"{'id': 'e35a8aa7-7de8-48ed-a1d5-c7ae539cd81c', 'value': 498.72, 'dataTimestamp': '2026-01-15T21:51:46Z'}",2026-01-15T21:51:46Z,2026-01-15T21:52:32Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],PRICE
7e747657-aa02-412b-b37c-7b8e5a982b87,All quantities are positive in staging,pass,"checks for STG_ORDER_ITEMS:
  - min(QUANTITY) > 0:
      name: ""All quantities are positive in staging""
      samples limit: 5000
      attributes:
        dimension: Accuracy

","[{'id': '95c68239-28e4-4f82-8a21-96af219839ed', 'name': 'STG_ORDER_ITEMS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/95c68239-28e4-4f82-8a21-96af219839ed'}]",{'dimension': 'Accuracy'},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/7e747657-aa02-412b-b37c-7b8e5a982b87,2025-10-02T08:45:09.906777712Z,{},"{'id': '88324ab5-7d93-448a-ba00-efa935a1bac3', 'value': 1.0, 'dataTimestamp': '2026-01-15T21:51:46Z'}",2026-01-15T21:51:46Z,2026-01-15T21:52:32Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],QUANTITY
5d9b28e9-6388-49c6-abd8-fa6560735901,All total prices are non-negative in staging,pass,"checks for STG_ORDER_ITEMS:
  - min(TOTAL_PRICE) >= 0:
      name: ""All total prices are non-negative in staging""
      samples limit: 5000
      attributes:
        dimension: Accuracy

  # Business logic checks with sampling
","[{'id': '95c68239-28e4-4f82-8a21-96af219839ed', 'name': 'STG_ORDER_ITEMS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/95c68239-28e4-4f82-8a21-96af219839ed'}]",{'dimension': 'Accuracy'},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/5d9b28e9-6388-49c6-abd8-fa6560735901,2025-10-02T08:45:09.927950021Z,{},"{'id': '5c227808-6974-49a4-8bd6-a4383e883758', 'value': 5.04, 'dataTimestamp': '2026-01-15T21:51:46Z'}",2026-01-15T21:51:46Z,2026-01-15T21:52:32Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],TOTAL_PRICE
5e4115c5-47c0-4c7d-922a-3b1c7ba48c96,All unit prices are non-negative in staging,pass,"checks for STG_ORDER_ITEMS:
  - min(UNIT_PRICE) >= 0:
      name: ""All unit prices are non-negative in staging""
      samples limit: 5000
      attributes:
        dimension: Accuracy

","[{'id': '95c68239-28e4-4f82-8a21-96af219839ed', 'name': 'STG_ORDER_ITEMS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/95c68239-28e4-4f82-8a21-96af219839ed'}]",{'dimension': 'Accuracy'},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/5e4115c5-47c0-4c7d-922a-3b1c7ba48c96,2025-10-02T08:45:09.921576845Z,{},"{'id': '335d03a8-f8af-4399-a113-0d6b64aa2ac9', 'value': 5.0, 'dataTimestamp': '2026-01-15T21:51:46Z'}",2026-01-15T21:51:46Z,2026-01-15T21:52:32Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],UNIT_PRICE
fc1c2f21-4ee3-454c-8d57-31c4c1458155,amount for paid rows must be > 0,fail,"checks for payments:
  - failed rows:
      name: amount for paid rows must be > 0
      fail condition: status = 'paid' AND amount <= 0
      samples limit: 25
","[{'id': '196d6d4f-4546-48ea-8bfd-0e64749c757e', 'name': 'payments', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/196d6d4f-4546-48ea-8bfd-0e64749c757e'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/fc1c2f21-4ee3-454c-8d57-31c4c1458155,2025-08-30T10:24:05.155549263Z,{},"{'id': 'f5a21381-4145-4b47-9fb3-d1aab3190f69', 'value': 170.0, 'dataTimestamp': '2025-08-30T10:24:25Z'}",2025-08-30T10:24:25Z,2025-08-30T10:24:28Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],
12fa99a5-032e-4d0e-bc96-b98e793241de,amount must be >= 0,fail,"checks for payments:
  - min(amount) >= 0:
      name: amount must be >= 0
","[{'id': '196d6d4f-4546-48ea-8bfd-0e64749c757e', 'name': 'payments', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/196d6d4f-4546-48ea-8bfd-0e64749c757e'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/12fa99a5-032e-4d0e-bc96-b98e793241de,2025-08-30T10:24:05.211733263Z,{},"{'id': 'dd6aca84-30c3-408b-82b4-b0bdec72b6d6', 'value': -2460.3, 'dataTimestamp': '2025-08-30T10:24:25Z'}",2025-08-30T10:24:25Z,2025-08-30T10:24:28Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],amount
194f00e3-dd71-4c2a-81b2-27ea7d7d014b,amount must not be null,pass,"checks for payments:
  - missing_count(amount) = 0:
      name: amount must not be null
","[{'id': '196d6d4f-4546-48ea-8bfd-0e64749c757e', 'name': 'payments', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/196d6d4f-4546-48ea-8bfd-0e64749c757e'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/194f00e3-dd71-4c2a-81b2-27ea7d7d014b,2025-08-30T10:24:05.204907022Z,{},"{'id': 'd0b610c5-0c79-413d-ba91-bb0e2d47f395', 'value': 0.0, 'dataTimestamp': '2025-08-30T10:24:25Z'}",2025-08-30T10:24:25Z,2025-08-30T10:24:28Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],amount
c7b6677d-c635-4852-a71f-51416dc8e78e,anomaly score for avg(len) < default,pass,"checks for rna:
  - anomaly score for avg(len) < default:
      attributes:
        dimension: Accuracy
","[{'id': '08052c19-8447-4f4a-810d-3fe6a4371fbf', 'name': 'rna', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/08052c19-8447-4f4a-810d-3fe6a4371fbf'}]",{'dimension': 'Accuracy'},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/c7b6677d-c635-4852-a71f-51416dc8e78e,2024-09-27T13:33:57.643861141Z,{},"{'id': '12f1d30e-9100-4fb9-a8a6-e44f2dfb8879', 'value': 732.8090209277}",2025-03-12T00:06:56Z,2025-03-12T00:08:59Z,"{'firstName': 'Lennert', 'lastName': 'Vandorpe', 'fullName': 'Lennert Vandorpe', 'email': 'lennert.vandorpe@datashift.eu'}","[{'name': 'Agreement rna dataset', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/agreements/1bf8f058-e9c1-40d4-9214-6d6bb738267f'}]",len
bf25da35-2350-4284-8be1-233b8c920146,anomaly score for row_count < default,pass,"checks for ORDERS:
  anomaly score for row_count < default","[{'id': '7a41f8ad-6959-404c-94b9-dd8f7b37bc74', 'name': 'ORDERS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/7a41f8ad-6959-404c-94b9-dd8f7b37bc74'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/bf25da35-2350-4284-8be1-233b8c920146,2025-11-04T10:21:06.651482226Z,{},"{'id': '8cbc13d3-7bce-46df-9ddd-7c12ffea6b79', 'value': 20000.0, 'dataTimestamp': '2025-12-19T00:09:20Z'}",2025-12-19T00:09:20Z,2025-12-19T00:09:54Z,"{'firstName': 'Tim', 'lastName': 'Poot', 'fullName': 'Tim Poot', 'email': 'tim.poot@datashift.eu'}",[],
