id,name,evaluationStatus,definition,datasets,attributes,incidents,cloudUrl,createdAt,group,lastCheckResultValue,lastCheckRunTime,lastUpdated,owner,agreements,column
75f5b961-29fe-4e88-905a-2ed810eeb393,All emails are valid in mart,pass,"checks for DIM_CUSTOMERS:
  - invalid_count(EMAIL) = 0:
      name: ""All emails are valid in mart""
      valid regex: '^[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+\.[a-zA-Z]{2,}$'
      samples limit: 2000

","[{'id': '65637e43-5064-4bd3-a981-7c843dff1fa2', 'name': 'DIM_CUSTOMERS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/65637e43-5064-4bd3-a981-7c843dff1fa2'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/75f5b961-29fe-4e88-905a-2ed810eeb393,2025-10-04T18:22:10.745208592Z,{},"{'id': 'd7d61b79-e69f-4eb0-ac72-da76bf7ad7be', 'value': 0.0, 'dataTimestamp': '2025-10-04T19:14:24Z'}",2025-10-04T19:14:24Z,2025-10-04T19:15:15Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],EMAIL
203c3dd3-2918-49c1-8cc8-e34fabf57e4e,All emails are valid in mart,pass,"checks for DIM_CUSTOMERS:
  - invalid_count(EMAIL) = 0:
      name: ""All emails are valid in mart""
      valid regex: '^[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+\.[a-zA-Z]{2,}$'
      samples limit: 2000
      attributes:
        dimension: Validity

","[{'id': '65637e43-5064-4bd3-a981-7c843dff1fa2', 'name': 'DIM_CUSTOMERS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/65637e43-5064-4bd3-a981-7c843dff1fa2'}]",{'dimension': 'Validity'},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/203c3dd3-2918-49c1-8cc8-e34fabf57e4e,2025-10-02T08:46:10.708415732Z,{},"{'id': 'aab1a8f3-938f-4698-8e8b-fbcf92585ed0', 'value': 0.0, 'dataTimestamp': '2025-10-28T18:33:09Z'}",2025-10-28T18:33:09Z,2025-10-28T18:33:47Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],EMAIL
927464e3-8f10-4c62-beab-2113dd41383a,All order amounts are positive in mart,pass,"checks for FACT_ORDERS:
  - min(ORDER_TOTAL_AMOUNT) > 0:
      name: ""All order amounts are positive in mart""
      samples limit: 3000

","[{'id': '798f375a-bb28-4a46-8f32-e0cb76eff9ae', 'name': 'FACT_ORDERS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/798f375a-bb28-4a46-8f32-e0cb76eff9ae'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/927464e3-8f10-4c62-beab-2113dd41383a,2025-10-04T18:22:10.932894725Z,{},"{'id': '648286fd-feb2-4012-b222-329343170a23', 'value': 25.12, 'dataTimestamp': '2025-10-04T19:14:24Z'}",2025-10-04T19:14:24Z,2025-10-04T19:15:15Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],ORDER_TOTAL_AMOUNT
cbb8b118-37e7-464c-a196-9714902b62d5,All order amounts are positive in mart,pass,"checks for FACT_ORDERS:
  - min(ORDER_TOTAL_AMOUNT) > 0:
      name: ""All order amounts are positive in mart""
      samples limit: 3000
      attributes:
        dimension: Validity

","[{'id': '798f375a-bb28-4a46-8f32-e0cb76eff9ae', 'name': 'FACT_ORDERS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/798f375a-bb28-4a46-8f32-e0cb76eff9ae'}]",{'dimension': 'Validity'},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/cbb8b118-37e7-464c-a196-9714902b62d5,2025-09-25T12:29:41.09790437Z,{},"{'id': 'd6ddb7b2-9609-462e-bed3-9569072b28b1', 'value': 25.02, 'dataTimestamp': '2025-10-28T18:33:09Z'}",2025-10-28T18:33:09Z,2025-10-28T18:33:48Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],ORDER_TOTAL_AMOUNT
7c5519a3-9904-41ea-bc81-f4d3bc863495,All order amounts are positive in staging,pass,"checks for STG_ORDERS:
  - min(TOTAL_AMOUNT) > 0:
      name: ""All order amounts are positive in staging""
      samples limit: 3000

","[{'id': 'b8f60e6f-cfac-4452-a630-1689ca7d7ddf', 'name': 'STG_ORDERS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/b8f60e6f-cfac-4452-a630-1689ca7d7ddf'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/7c5519a3-9904-41ea-bc81-f4d3bc863495,2025-10-04T18:22:01.744217192Z,{},"{'id': 'a9249a52-eace-4c0c-b4b1-ba2e8551d6a1', 'value': 25.12, 'dataTimestamp': '2025-10-04T19:14:18Z'}",2025-10-04T19:14:18Z,2025-10-04T19:15:16Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],TOTAL_AMOUNT
95b0076e-f54b-402d-b212-26ac54e5b821,All order amounts are positive in staging,pass,"checks for STG_ORDERS:
  - min(TOTAL_AMOUNT) > 0:
      name: ""All order amounts are positive in staging""
      samples limit: 3000
      attributes:
        dimension: Validity

","[{'id': 'b8f60e6f-cfac-4452-a630-1689ca7d7ddf', 'name': 'STG_ORDERS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/b8f60e6f-cfac-4452-a630-1689ca7d7ddf'}]",{'dimension': 'Validity'},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/95b0076e-f54b-402d-b212-26ac54e5b821,2025-10-02T08:45:10.184639216Z,{},"{'id': '642d9fd9-bfa4-4980-8393-6c4cdd8f2dab', 'value': 25.02, 'dataTimestamp': '2025-10-28T18:32:02Z'}",2025-10-28T18:32:02Z,2025-10-28T18:32:44Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],TOTAL_AMOUNT
951f544f-9381-434c-accd-f172ade79ca5,All order amounts are within business range,pass,"checks for FACT_ORDERS:
  - max(ORDER_TOTAL_AMOUNT) <= 10000:
      name: ""All order amounts are within business range""
      samples limit: 3000
      attributes:
        dimension: Accuracy

  # Referential integrity check omitted (custom SQL validation can be added later)

  # Business logic checks with sampling
","[{'id': '798f375a-bb28-4a46-8f32-e0cb76eff9ae', 'name': 'FACT_ORDERS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/798f375a-bb28-4a46-8f32-e0cb76eff9ae'}]",{'dimension': 'Accuracy'},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/951f544f-9381-434c-accd-f172ade79ca5,2025-09-25T12:29:41.10521808Z,{},"{'id': '1ee6d205-dc1c-4702-bbfe-b06361a5809d', 'value': 999.99, 'dataTimestamp': '2025-10-28T18:33:09Z'}",2025-10-28T18:33:09Z,2025-10-28T18:33:48Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],ORDER_TOTAL_AMOUNT
e97b29dd-e22a-40e6-8450-3bafe8de40a6,All order amounts are within business range,pass,"checks for STG_ORDERS:
  - max(TOTAL_AMOUNT) <= 10000:
      name: ""All order amounts are within business range""
      samples limit: 3000

","[{'id': 'b8f60e6f-cfac-4452-a630-1689ca7d7ddf', 'name': 'STG_ORDERS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/b8f60e6f-cfac-4452-a630-1689ca7d7ddf'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/e97b29dd-e22a-40e6-8450-3bafe8de40a6,2025-10-04T18:22:01.750468563Z,{},"{'id': '9e02d635-af13-4b17-a911-b411df72197b', 'value': 999.94, 'dataTimestamp': '2025-10-04T19:14:18Z'}",2025-10-04T19:14:18Z,2025-10-04T19:15:16Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],TOTAL_AMOUNT
28c57de7-c4fa-44cb-8852-f43de0c70ef6,All order amounts are within business range,pass,"checks for FACT_ORDERS:
  - max(ORDER_TOTAL_AMOUNT) <= 10000:
      name: ""All order amounts are within business range""
      samples limit: 3000

  # Referential integrity check omitted (custom SQL validation can be added later)

  # Business logic checks with sampling
","[{'id': '798f375a-bb28-4a46-8f32-e0cb76eff9ae', 'name': 'FACT_ORDERS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/798f375a-bb28-4a46-8f32-e0cb76eff9ae'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/28c57de7-c4fa-44cb-8852-f43de0c70ef6,2025-10-04T18:22:10.939497053Z,{},"{'id': '1076b142-a465-4c3e-8270-6730913a1f26', 'value': 999.94, 'dataTimestamp': '2025-10-04T19:14:24Z'}",2025-10-04T19:14:24Z,2025-10-04T19:15:15Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],ORDER_TOTAL_AMOUNT
6e80bdeb-1d10-4f3d-bda3-c227b00f2b2b,All order amounts are within business range,pass,"checks for STG_ORDERS:
  - max(TOTAL_AMOUNT) <= 10000:
      name: ""All order amounts are within business range""
      samples limit: 3000
      attributes:
        dimension: Accuracy

","[{'id': 'b8f60e6f-cfac-4452-a630-1689ca7d7ddf', 'name': 'STG_ORDERS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/b8f60e6f-cfac-4452-a630-1689ca7d7ddf'}]",{'dimension': 'Accuracy'},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/6e80bdeb-1d10-4f3d-bda3-c227b00f2b2b,2025-10-02T08:45:10.191790618Z,{},"{'id': '4d79f1b2-cd66-44b7-84ad-c5f1b8852164', 'value': 999.99, 'dataTimestamp': '2025-10-28T18:32:02Z'}",2025-10-28T18:32:02Z,2025-10-28T18:32:44Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],TOTAL_AMOUNT
b3a3b1fb-1265-4856-a3fa-01861147352a,All phone numbers are valid in mart,pass,"checks for DIM_CUSTOMERS:
  - invalid_count(PHONE) = 0:
      name: ""All phone numbers are valid in mart""
      valid regex: '^[0-9\-\+\(\)\s]+$'
      samples limit: 2000

  # Freshness checks
","[{'id': '65637e43-5064-4bd3-a981-7c843dff1fa2', 'name': 'DIM_CUSTOMERS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/65637e43-5064-4bd3-a981-7c843dff1fa2'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/b3a3b1fb-1265-4856-a3fa-01861147352a,2025-10-04T18:22:10.764225914Z,{},"{'id': 'cba96dbb-ed2a-4d6b-9d62-d06af3d48105', 'value': 0.0, 'dataTimestamp': '2025-10-04T19:14:24Z'}",2025-10-04T19:14:24Z,2025-10-04T19:15:15Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],PHONE
936c220b-2e79-4dc6-bb91-cf5c012204e0,All phone numbers are valid in mart,pass,"checks for DIM_CUSTOMERS:
  - invalid_count(PHONE) = 0:
      name: ""All phone numbers are valid in mart""
      valid regex: '^[0-9\-\+\(\)\s]+$'
      samples limit: 2000
      attributes:
        dimension: Validity

  # Freshness checks
","[{'id': '65637e43-5064-4bd3-a981-7c843dff1fa2', 'name': 'DIM_CUSTOMERS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/65637e43-5064-4bd3-a981-7c843dff1fa2'}]",{'dimension': 'Validity'},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/936c220b-2e79-4dc6-bb91-cf5c012204e0,2025-10-02T08:46:10.728856041Z,{},"{'id': 'a69db6e0-8e30-4585-a56f-e9adf4be85cb', 'value': 0.0, 'dataTimestamp': '2025-10-28T18:33:09Z'}",2025-10-28T18:33:09Z,2025-10-28T18:33:48Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],PHONE
58b6a401-a749-49e1-ab67-16c176e4ae5a,All prices are non-negative in mart,pass,"checks for DIM_PRODUCTS:
  - min(PRICE) >= 0:
      name: ""All prices are non-negative in mart""
","[{'id': '71558612-d8dd-4532-bb4e-bb11a42ec6be', 'name': 'DIM_PRODUCTS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/71558612-d8dd-4532-bb4e-bb11a42ec6be'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/58b6a401-a749-49e1-ab67-16c176e4ae5a,2025-10-04T18:22:10.839548959Z,{},"{'id': '0900b43e-dcfc-41dc-aaee-eff91bffd3d5', 'value': 10.27, 'dataTimestamp': '2025-10-04T19:14:24Z'}",2025-10-04T19:14:24Z,2025-10-04T19:15:15Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],PRICE
4146f9e1-335e-4aa1-bf55-cfaaded3197b,All prices are non-negative in mart,pass,"checks for DIM_PRODUCTS:
  - min(PRICE) >= 0:
      name: ""All prices are non-negative in mart""
      attributes:
        dimension: Accuracy

","[{'id': '71558612-d8dd-4532-bb4e-bb11a42ec6be', 'name': 'DIM_PRODUCTS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/71558612-d8dd-4532-bb4e-bb11a42ec6be'}]",{'dimension': 'Accuracy'},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/4146f9e1-335e-4aa1-bf55-cfaaded3197b,2025-10-02T12:40:04.169761795Z,{},"{'id': '68f60de0-68bc-4dd0-9707-78f3540e8d00', 'value': 10.02, 'dataTimestamp': '2025-10-28T18:33:09Z'}",2025-10-28T18:33:09Z,2025-10-28T18:33:47Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],PRICE
abfb26dc-06ec-48b4-8891-886c03b8be0a,All prices are positive in staging,pass,"checks for STG_PRODUCTS:
  - min(PRICE) > 0:
      name: ""All prices are positive in staging""
      samples limit: 1000

","[{'id': '335bae57-66a3-4da0-ba21-6f36ef1c90c5', 'name': 'STG_PRODUCTS', 'cloudUrl': 'https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/datasets/335bae57-66a3-4da0-ba21-6f36ef1c90c5'}]",{},[],https://cloud.soda.io/o/fa72f92c-ca83-4fc5-b588-40ad0292324e/checks/abfb26dc-06ec-48b4-8891-886c03b8be0a,2025-10-04T18:22:01.834794295Z,{},"{'id': '2fb2e7fc-e7c1-4a75-9315-97912cca9967', 'value': 10.27, 'dataTimestamp': '2025-10-04T19:14:18Z'}",2025-10-04T19:14:18Z,2025-10-04T19:15:16Z,"{'firstName': 'Arnaud', 'lastName': 'Gueulette', 'fullName': 'Arnaud Gueulette', 'email': 'arnaud.gueulette@datashift.eu'}",[],PRICE
